Name;Pago;Despacho;Moneda;Subtotal;Precio despacho;Total;Desc monto;Shipping Method;Cantidad;Producto;Precio oferta;Precio normal;SKU;status despacho;Ciudad;Codigo postal;Region
#42605;;;;;;;;;1;Botin Edimburgo Negro Premium - Negro / 37;9990;39990;3306182037;pending;;;
#42604;Pagado;Despachado;CLP;9990;0;9990;0;Retiro en tienda;1;Zapatilla Marilyn Beige Premium - Beige / 39;9990;29990;3611074439;fulfilled;VITACURA;SANTIAGO;RM
#42603;Pagado;Despachado;CLP;29970;0;29970;0;Retiro en tienda;1;Zapatilla Marilyn Beige Premium - Beige / 38;9990;29990;3611074438;fulfilled;Santiago;LASCONDES;RM
#42603;;;;;;;;;2;Zapatilla Dana Negro Premium - Negro / 38;9990;29990;4501072038;fulfilled;;;
#42602;Pagado;Despachado;CLP;9990;8290;18280;0;Despacho Region;1;Botin Bucarest Negro Premium - Negro / 38;9990;39990;3332182038;fulfilled;Puerto varas;PUERTOVARAS;LL
#42601;Pagado;Despachado;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Zapatilla Moscow Negro Premium - Negro / 37;9990;44990;1838072037;fulfilled;Santiago;CL;RM
#42600;Pagado;Despachado;CLP;89910;0;89910;0;Retiro en tienda;8;Botin Valencia Negro Premium - Negro / 40;9990;39990;3905058540;fulfilled;Puente Alto;'8210484;RM
#42600;;;;;;;;;1;Sandalia Jade Negro Premium - Negro / 37;9990;39990;2130072037;fulfilled;;;
#42599;Pagado;Despachado;CLP;19980;3990;23970;0;Despacho Region Metropolitana;1;Zapatilla Frankfurt Negro Premium - Negro / 36;9990;34990;1001202036;fulfilled;Pudahuel;SANTIAG0;RM
#42599;;;;;;;;;1;Zapatilla Frankfurt Blanco Premium - Blanco / 39;9990;34990;1001201039;fulfilled;;;
#42598;Pagado;Despachado;CLP;49950;9990;59940;0;Despacho Region Metropolitana;1;Zapatilla Brisbane Negro Premium - Negro / 37;9990;49990;1003202037;fulfilled;Buin;SANTIAGO;RM
#42598;;;;;;;;;1;Zapatilla Naya Blanco Premiumi - Beige / 37;9990;29990;0002281037;fulfilled;;;
#42598;;;;;;;;;2;Zapatilla Melbourne Negro Premium - Negro / 38;9990;49990;1004072038;fulfilled;;;
#42598;;;;;;;;;1;Zapatilla Montreal  Premium - Negro / 35;9990;39990;8381072035;fulfilled;;;
#42597;Pagado;Despachado;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Zapatilla Marilyn Beige Premium - Beige / 39;9990;29990;3611074439;fulfilled;San JoaquÃ_n;SANTIAGO;RM
#42596;Pagado;Despachado;CLP;9990;0;9990;0;Retiro en tienda;1;Zapatilla Marilyn Beige Premium - Beige / 38;9990;29990;3611074438;fulfilled;MACUL;CL;RM
#42595;Pagado;Despachado;CLP;19980;3990;23970;0;Despacho Region Metropolitana;2;Botin Denver Negro Premium - Negro / 38;9990;39990;6703072038;fulfilled;San JoaquÃ_n;SANTIAGO;RM
#42594;Pagado;Despachado;CLP;9990;0;9990;0;Retiro en tienda;1;Zapatilla Angelica Negro Premium - Negro / 38;9990;29990;0100072038;fulfilled;Providencia ;SANTIAGO;RM
#42593;Pagado;Despachado;CLP;19980;0;19980;0;Retiro en tienda;1;Zapatilla Brisbane Negro Premium - Negro / 37;9990;49990;1003202037;fulfilled;Ã‘uÃ±oa;SANTIAGO;RM
#42593;;;;;;;;;1;Zapatilla Angelica Negro Premium - Negro / 37;9990;29990;0100072037;fulfilled;;;
#42592;Pagado;Despachado;CLP;29970;0;29970;0;Retiro en tienda;1;Zapatilla Frankfurt Negro Premium - Negro / 35;9990;34990;1001202035;fulfilled;Vitacura;'7650163;RM
#42592;;;;;;;;;1;Botin Bucarest Taupe Premium - Taupe / 37;9990;39990;3332184237;fulfilled;;;
#42592;;;;;;;;;1;Zapatilla Chester Blanco Premium - Blanco / 35;9990;49990;1000071035;fulfilled;;;
#42591;Pagado;Despachado;CLP;19980;0;19980;0;Retiro en tienda;1;Zapatilla Melbourne Negro Premium - Negro / 38;9990;49990;1004072038;fulfilled;la reina;SANTIAGO;RM
#42591;;;;;;;;;1;Zapatilla Ambar  Negro  Premium - Negro / 38;9990;29990;0400072038;fulfilled;;;
#42590;Pagado;Despachado;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Zapatilla Catalina Beige Premium - Beige / 38;9990;29990;0001284438;fulfilled;EstaciÃ_n central;SANTIAGO;RM
#42589;Pagado;Despachado;CLP;19980;3990;23970;0;Despacho Region Metropolitana;1;Botin Nevada Snake Premium - Taupe / 35;9990;39990;6275075835;fulfilled;La Florida;SANTIAGO;RM
#42589;;;;;;;;;1;Botin Brucelas Verde musgo Premium - Verde musgo / 35;9990;36990;9451078435;fulfilled;;;
#42588;Pagado;Despachado;CLP;39960;19990;59950;0;Despacho Region;1;Botin Grecia Amarillo Premium - Amarillo / 35;9990;39990;0318078335;fulfilled;San Javier;SANJAVIER;ML
#42588;;;;;;;;;1;Zapatilla Delhi Rosado Premium - Rosado / 35;9990;29990;0200077435;fulfilled;;;
#42588;;;;;;;;;1;Zapatilla Brisbane CafÃ© Premium - Negro / 35;9990;49990;1003204035;fulfilled;;;
#42588;;;;;;;;;1;Zapatilla Melbourne Negro Premium - Negro / 35;9990;49990;1004072035;fulfilled;;;
#42587;Pagado;Despachado;CLP;9990;0;9990;0;Retiro en tienda;1;Zapatilla Frankfurt Blanco Premium - Blanco / 38;9990;34990;1001201038;fulfilled;Quinta Normal;'8500852;RM
#42586;Pagado;Despachado;CLP;29970;3990;33960;0;Despacho Region Metropolitana;1;Sandalia Naroa Blanco Premium - Blanco / 38;9990;39990;0100071038;fulfilled;San Miguel;'8910099;RM
#42586;;;;;;;;;1;Zapatilla Dana Negro Premium - Negro / 38;9990;29990;4501072038;pending;;;
#42586;;;;;;;;;1;Zapatilla Naya Blanco Premiumi - Beige / 38;9990;29990;0002281038;fulfilled;;;
#42585;Pagado;Despachado;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Sandalia Naroa Blanco Premium - Blanco / 40;9990;39990;0100071040;fulfilled;San bernardo;SANTIAGO;RM
#42584;Pagado;Despachado;CLP;9990;8290;18280;0;Despacho Region;1;Zapatilla Frankfurt Negro Premium - Negro / 38;9990;34990;1001202038;fulfilled;Chepica;CHEPICA;LI
#42583;Pagado;Despachado;CLP;112950;9990;122940;0;Despacho Region Metropolitana;1;Sandalia Negro Delux - Negro / 36;27990;;219-36;fulfilled;Ã‘uÃ±oa;'7770050;RM
#42583;;;;;;;;;1;Sandalia Negro Delux - Negro / 37;24990;41900;C047-37;fulfilled;;;
#42583;;;;;;;;;1;Sandalia Cedro Delux - Terracota / 37;39990;;992-37;fulfilled;;;
#42583;;;;;;;;;1;Zapatilla Delhi Rosado Premium - Rosado / 37;9990;29990;0200077437;fulfilled;;;
#42583;;;;;;;;;1;Zapatilla Ambar  Negro  Premium - Negro / 37;9990;29990;0400072037;fulfilled;;;
#42582;Pagado;Despachado;CLP;19980;3990;23970;0;Despacho Region Metropolitana;2;Botin Nueva Orleans  Negro Premium - Negro / 38;9990;39990;6001202038;fulfilled;Ã‘uÃ±oa;Ã‘UÃ‘OA;RM
#42581;Pagado;Despachado;CLP;29970;9990;39960;0;Despacho Region Metropolitana;1;Botin Michigan Negro Premium - Negro / 39;9990;39990;6134072039;fulfilled;Cerrillos ;SANTIAGO;RM
#42581;;;;;;;;;1;Botin Michigan Taupe Premium - Taupe / 39;9990;39990;6134074239;fulfilled;;;
#42581;;;;;;;;;1;Zapatilla Delhi Rosado Premium - Rosado / 39;9990;29990;0200077439;fulfilled;;;
#42580;Pagado;Despachado;CLP;19980;3990;23970;0;Despacho Region Metropolitana;2;Botin  Negro 832-4195 Premium - Negro / 39;9990;69990;4195002039;fulfilled;Recoleta;SANTIAGO;RM
#42579;Pagado;Despachado;CLP;29970;12990;42960;0;Despacho Region;1;Botin Bucarest Negro Premium - Negro / 38;9990;39990;3332182038;fulfilled;ConcÃ_n;CONCON;VS
#42579;;;;;;;;;1;Zapatilla Marilyn Beige Premium - Beige / 38;9990;29990;3611074438;fulfilled;;;
#42579;;;;;;;;;1;Zapatilla Dana Negro Premium - Negro / 37;9990;29990;4501072037;fulfilled;;;
#42578;Pagado;Despachado;CLP;9990;0;9990;0;Retiro en tienda;1;Zapatilla Catalina Beige Premium - Beige / 37;9990;29990;0001284437;fulfilled;San joaquin;SANTIAGO;RM
#42577;Pagado;Despachado;CLP;9990;0;9990;0;Retiro en tienda;1;Botin Luxemburgo CafÃ© claro Premium - CafÃ© claro / 38;9990;39990;9674074938;fulfilled;San Miguel ;SANTIAGO;RM
#42576;Pagado;Despachado;CLP;29970;0;29970;0;Retiro en tienda;1;Botin Nevada Snake Premium - Taupe / 38;9990;39990;6275075838;fulfilled;Santiago;'056;RM
#42576;;;;;;;;;1;Botin Kansas Negro Premium - Negro / 38;9990;39990;6974072038;fulfilled;;;
#42576;;;;;;;;;1;Zapatilla Angelica Negro Premium - Negro / 38;9990;29990;0100072038;fulfilled;;;
#42575;Pagado;Despachado;CLP;9990;8290;18280;0;Despacho Region;1;Botin Kansas Negro Premium - Negro / 38;9990;39990;6974072038;fulfilled;Curico;CURICO;ML
#42574;Pagado;Despachado;CLP;59940;0;59940;0;Retiro en tienda;3;Botin Denver Negro Premium - Negro / 38;9990;39990;6703072038;fulfilled;Las Condes;SANTIAGO;RM
#42574;;;;;;;;;3;Botin Michigan Negro Premium - Negro / 38;9990;39990;6134072038;fulfilled;;;
#42573;Pagado;Despachado;CLP;19980;0;19980;0;Retiro en tienda;1;Sandalia Narumi Negro Premium - Negro / 38;9990;32990;1017072038;fulfilled;SANTIAGO;SANTIAGO;RM
#42573;;;;;;;;;1;Sandalia Narumi Rosa Premium - Rosa / 38;9990;32990;1017077438;fulfilled;;;
#42572;Pagado;Despachado;CLP;19980;3990;23970;0;Despacho Region Metropolitana;1;Zapatilla Brisbane CafÃ© Premium - Negro / 37;9990;49990;1003204037;fulfilled;San Miguel;'8920549;RM
#42572;;;;;;;;;1;Zapatilla Naya Blanco Premiumi - Beige / 37;9990;29990;0002281037;fulfilled;;;
#42571;Pagado;Despachado;CLP;49950;0;49950;0;Retiro en tienda;1;Sandalia Neila CafÃ© Premium - CafÃ© / 40;9990;39990;2102074940;fulfilled;Estacion central;SANTIAGO;RM
#42571;;;;;;;;;1;Botin Michigan Negro Premium - Negro / 40;9990;39990;6134072040;fulfilled;;;
#42571;;;;;;;;;1;Botin Bucarest Taupe Premium - Taupe / 40;9990;39990;3332184240;fulfilled;;;
#42571;;;;;;;;;1;Botin Lancaster Negro Premium - Negro / 40;9990;39990;0080072040;fulfilled;;;
#42571;;;;;;;;;1;Botin Dakota Camel Premium - Camel / 40;9990;29990;3020074940;fulfilled;;;
#42570;Pagado;Despachado;CLP;9990;8290;18280;0;Despacho Region;1;Zapatilla Catalina Beige Premium - Beige / 36;9990;29990;0001284436;fulfilled;Talcahuano ;CONCEPCION;BI
#42569;Pagado;Despachado;CLP;19980;3990;23970;0;Despacho Region Metropolitana;1;Zapatilla Angelica Blanco Premium - Blanco / 36;9990;29990;0100071036;fulfilled;Independencia;'8380552;RM
#42569;;;;;;;;;1;Zapatilla Dana Negro Premium - Negro / 37;9990;29990;4501072037;fulfilled;;;
#42568;Pagado;Despachado;CLP;19980;3990;23970;0;Despacho Region Metropolitana;1;Sandalia Jade Negro Premium - Negro / 37;9990;39990;2130072037;fulfilled;Santiago;SANTIAGO;RM
#42568;;;;;;;;;1;Zapatilla Angelica Blanco Premium - Blanco / 37;9990;29990;0100071037;fulfilled;;;
#42567;Pagado;Despachado;CLP;29970;12990;42960;0;Despacho Region;1;Zapatilla Naya Blanco Premiumi - Beige / 37;9990;29990;0002281037;fulfilled;Constitucion;CONSTITUCION;ML
#42567;;;;;;;;;1;Botin Nueva Orleans  Negro Premium - Negro / 36;9990;39990;6001202036;fulfilled;;;
#42567;;;;;;;;;1;Zapatilla Angelica Blanco Premium - Blanco / 36;9990;29990;0100071036;fulfilled;;;
#42566;Pagado;Despachado;CLP;9990;8290;18280;0;Despacho Region;1;Zapatilla Brisbane CafÃ© Premium - Negro / 39;9990;49990;1003204039;fulfilled;San Antonio;'2660000;VS
#42565;Pagado;Despachado;CLP;32970;0;32970;0;Retiro en tienda;1;Sandalia Jacinta Negro Premium - Negro / 39;9990;44990;1004072039;fulfilled;Santiago;'8010481;RM
#42565;;;;;;;;;1;Zapatilla Sofia Multicolor Premium - Negro / 39;9990;39990;3679079039;fulfilled;;;
#42565;;;;;;;;;1;Sandalia Inova 3093 Negro Grendha - Negro / 39;12990;;093-39;fulfilled;;;
#42564;Pagado;Despachado;CLP;9990;0;9990;0;Retiro en tienda;1;Zapatilla Frankfurt Negro Premium - Negro / 36;9990;34990;1001202036;fulfilled;Vitacura ;SANTIAGO;RM
#42563;Pagado;Despachado;CLP;19980;3990;23970;0;Despacho Region Metropolitana;1;Sandalia Campanilla Blanco Premium - Blanco / 39;9990;39990;0009071039;fulfilled;Puente alto;SANTIAGO;RM
#42563;;;;;;;;;1;Sandalia Jacinta Negro Premium - Negro / 39;9990;44990;1004072039;fulfilled;;;
#42562;Pagado;Despachado;CLP;69930;29990;99920;0;Despacho Regiones;1;Zapatilla Dana Negro Premium - Negro / 38;9990;29990;4501072038;fulfilled;San Pedro de la Paz;CONCEPCIÃ“N;BI
#42562;;;;;;;;;1;Zapatilla Marilyn Beige Premium - Beige / 38;9990;29990;3611074438;fulfilled;;;
#42562;;;;;;;;;1;Zapatilla Moscow Negro Premium - Negro / 36;9990;44990;1838072036;fulfilled;;;
#42562;;;;;;;;;1;Sandalia Iris Negro Premium - Negro / 36;9990;39990;0017072036;fulfilled;;;
#42562;;;;;;;;;1;Zapatilla Dana Negro Premium - Negro / 36;9990;29990;4501072036;fulfilled;;;
#42562;;;;;;;;;1;Zapatilla Naya Blanco Premiumi - Beige / 36;9990;29990;0002281036;fulfilled;;;
#42562;;;;;;;;;1;Sandalia Amelia Blanco Premium - Blanco / 35;9990;39990;0200071035;fulfilled;;;
#42561;Pagado;Despachado;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Botin Nueva Orleans  Negro Premium - Negro / 39;9990;39990;6001202039;fulfilled;Quilicura;'8732736;RM
#42560;Pagado;Despachado;CLP;19980;3990;23970;0;Despacho Region Metropolitana;1;Sandalia Naroa Rosado Premium - Rosado / 35;9990;39990;0100077435;fulfilled;Santiago;;RM
#42560;;;;;;;;;1;Sandalia Naroa Blanco Premium - Blanco / 35;9990;39990;0100071035;fulfilled;;;
#42559;Pagado;Despachado;CLP;19980;0;19980;0;Retiro en tienda;1;Zapatilla Angelica Negro Premium - Negro / 38;9990;29990;0100072038;fulfilled;santiago;;RM
#42559;;;;;;;;;1;Zapatilla Angelica Blanco Premium - Blanco / 38;9990;29990;0100071038;fulfilled;;;
#42558;Pagado;Despachado;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Botin Tijuana Burdeo Premium - Burdeo / 38;9990;39990;0020078538;fulfilled;santiago;'9250000;RM
#42557;Pagado;Despachado;CLP;19980;3990;23970;0;Despacho Region Metropolitana;1;Sandalia Naroa Blanco Premium - Blanco / 37;9990;39990;0100071037;fulfilled;Ã‘uÃ±oa;;RM
#42557;;;;;;;;;1;Sandalia Nala Negro Premium - Negro / 37;9990;32990;1018072037;fulfilled;;;
#42556;Pagado;Despachado;CLP;19980;12990;32970;0;Despacho Region;1;Botin Paris Burdeo Premium - Burdeo / 37;9990;39990;8172078537;fulfilled;ConcepciÃ_n;'4051076;BI
#42556;;;;;;;;;1;Bootie Atlanta  Premium - Negro / 37;9990;39990;3698072037;fulfilled;;;
#42554;Pagado;Despachado;CLP;9990;0;9990;0;Retiro en tienda;1;Sandalia Nala Blanco Premium - Blanco / 38;9990;32990;1018071038;fulfilled;Santiago;;RM
#42553;Pagado;Despachado;CLP;19980;3990;23970;0;Despacho Region Metropolitana;1;Sandalia Amelia Blanco Premium - Blanco / 39;9990;39990;0200071039;fulfilled;Santiago;'775000;RM
#42553;;;;;;;;;1;Zapatilla Brisbane Negro Premium - Negro / 39;9990;49990;1003202039;fulfilled;;;
#42552;Pagado;Despachado;CLP;19980;12990;32970;0;Despacho Region;1;Zapatilla Brisbane Negro Premium - Negro / 39;9990;49990;1003202039;fulfilled;VicuÃ±a;'1760000;CO
#42552;;;;;;;;;1;Botin Nueva Orleans  Negro Premium - Negro / 39;9990;39990;6001202039;fulfilled;;;
#42555;Pagado;Despachado;CLP;19980;12990;32970;0;Despacho Region;1;Zapatilla Frankfurt Negro Premium - Negro / 39;9990;34990;1001202039;fulfilled;concepcion;;BI
#42555;;;;;;;;;1;Zapatilla Moscow Negro Premium - Negro / 39;9990;44990;1838072039;fulfilled;;;
#42551;Pagado;Despachado;CLP;9990;8290;18280;0;Despacho Region;1;Sandalia Nicole Blanco Premium - Blanco / 40;9990;39990;0210071040;fulfilled;MulchÃ©n;'4530000;BI
#42550;Pagado;Despachado;CLP;9990;8290;18280;0;Despacho Region;1;Zapatilla Brisbane Negro Premium - Negro / 37;9990;49990;1003202037;fulfilled;teno;CURICO;NB
#42549;Pagado;Despachado;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Botin Nueva Orleans  Negro Premium - Negro / 36;9990;39990;6001202036;fulfilled;Penalolen;SANTIAGO;RM
#42548;Pagado;Despachado;CLP;29970;0;29970;0;Retiro en tienda;1;Sandalia Iris Negro Premium - Negro / 39;9990;39990;0017072039;fulfilled;Vitacura;'7630129;RM
#42548;;;;;;;;;1;Zapatilla Shanghai Negro Premium - Negro / 38;9990;29990;0300072038;fulfilled;;;
#42548;;;;;;;;;1;Sandalia Azalea Negro Premium - Negro / 38;9990;39990;0007072038;pending;;;
#42547;Pagado;Despachado;CLP;9990;8290;18280;0;Despacho Region;1;Zapatilla Melbourne Negro Premium - Negro / 38;9990;49990;1004072038;fulfilled;Talcahuano;TALCAHUANO;BI
#42546;Pagado;Despachado;CLP;29970;12990;42960;0;Despacho Region;3;Zapatilla Angelica Blanco Premium - Blanco / 37;9990;29990;0100071037;fulfilled;ViÃ±a Del Mar;'1173;VS
#42545;Pagado;Despachado;CLP;9990;8290;18280;0;Despacho Region;1;Botin Nueva Orleans  Negro Premium - Negro / 38;9990;39990;6001202038;fulfilled;ValparaÃ_so;VALPARAISO;VS
#42544;Pagado;Despachado;CLP;19980;12990;32970;0;Despacho Region;1;Botin Edimburgo Negro Premium - Negro / 37;9990;39990;3306182037;fulfilled;Casablanca;'2480000;VS
#42544;;;;;;;;;1;Botin Veracruz Piton Premium - Amarillo / 37;9990;39990;0333072037;fulfilled;;;
#42543;Pagado;Despachado;CLP;59940;29990;89930;0;Despacho Regiones;1;Botin Paris Burdeo Premium - Burdeo / 40;9990;39990;8172078540;fulfilled;RÃ_o Bueno;RÃçOBUENO;LR
#42543;;;;;;;;;1;Zapatilla Monserrat Multicolor Premium - Multicolor / 40;9990;39990;0023072940;fulfilled;;;
#42543;;;;;;;;;1;Zapatilla Monserrat Multicolor Premium - Multicolor / 40;9990;39990;0023076140;fulfilled;;;
#42543;;;;;;;;;1;Zapatilla Chester Blanco Premium - Blanco / 40;9990;49990;1000071040;fulfilled;;;
#42543;;;;;;;;;1;Zapatilla Ambar  Negro  Premium - Negro / 40;9990;29990;0400072040;fulfilled;;;
#42543;;;;;;;;;1;Zapatilla Naya Blanco Premiumi - Beige / 40;9990;29990;0002281040;fulfilled;;;
#42542;Pagado;Despachado;CLP;19980;12990;32970;0;Despacho Region;1;Zapatilla Brisbane CafÃ© Premium - Negro / 38;9990;49990;1003204038;fulfilled;CONCEPCION;CONCEPCIÃ“N;BI
#42542;;;;;;;;;1;Zapatilla Brisbane CafÃ© Premium - Negro / 37;9990;49990;1003204037;fulfilled;;;
#42541;Pagado;Despachado;CLP;29970;0;29970;0;Retiro en tienda;1;Zapatilla Catalina Beige Premium - Beige / 37;9990;29990;0001284437;fulfilled;Ã‘uÃ±oa;SANTIAGO;RM
#42541;;;;;;;;;1;Zapatilla Catalina Black Premium - Negro / 38;9990;39990;0001282038;fulfilled;;;
#42541;;;;;;;;;1;Zapatilla Marilyn Beige Premium - Beige / 37;9990;29990;3611074437;fulfilled;;;
#42540;Pagado;Despachado;CLP;29970;12990;42960;0;Despacho Region;1;Zapatilla Emma  Rosado Premium - Beige / 37;9990;39990;3638077437;fulfilled;ViÃ±a del mar;VIÃ‘ADELMAR;VS
#42540;;;;;;;;;1;Zapatilla Dana Negro Premium - Negro / 37;9990;29990;4501072037;fulfilled;;;
#42540;;;;;;;;;1;Zapatilla Naya Blanco Premiumi - Beige / 37;9990;29990;0002281037;fulfilled;;;
#42539;Pagado;Despachado;CLP;19980;12990;32970;0;Despacho Region;1;Botin Veracruz Piton Premium - Amarillo / 36;9990;39990;0333072036;fulfilled;VALPARAÃçSO;'189166990;VS
#42539;;;;;;;;;1;Botin Paris Burdeo Premium - Burdeo / 36;9990;39990;8172078536;pending;;;
#42538;Pagado;Despachado;CLP;29970;12990;42960;0;Despacho Region;1;Zapatilla Moscow Negro Premium - Negro / 38;9990;44990;1838072038;fulfilled;Coronel;CORONEL;BI
#42538;;;;;;;;;1;Sandalia Amelia Blanco Premium - Blanco / 36;9990;39990;0200071036;fulfilled;;;
#42538;;;;;;;;;1;Sandalia Amelia Blanco Premium - Blanco / 38;9990;39990;0200071038;fulfilled;;;
#42537;Pagado;Despachado;CLP;19980;3990;23970;0;Despacho Region Metropolitana;1;Zapatilla Moscow Negro Premium - Negro / 37;9990;44990;1838072037;fulfilled;Pudahuel ;SANTIAGO;RM
#42537;;;;;;;;;1;Zapatilla Brisbane CafÃ© Premium - Negro / 37;9990;49990;1003204037;fulfilled;;;
#42536;Pagado;Despachado;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Zapatilla Frankfurt Blanco Premium - Blanco / 38;9990;34990;1001201038;fulfilled;Colina;SANTIAGO;RM
#42535;Pagado;Despachado;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Botin Monterrey Negro Premium - Negro / 39;9990;39990;0010072039;fulfilled;MaipÃº;SANTIAGO;RM
#42534;Pagado;Despachado;CLP;69930;0;69930;0;Retiro en tienda;1;Sandalia Nicole Blanco Premium - Blanco / 39;9990;39990;0210071039;fulfilled;puente alto;SANTIAGO;RM
#42534;;;;;;;;;1;Zapatilla Monserrat Multicolor Premium - Multicolor / 38;9990;39990;0023072938;fulfilled;;;
#42534;;;;;;;;;1;Botin Toronto Negro Premium - Negro / 37;9990;49990;0100072037;fulfilled;;;
#42534;;;;;;;;;1;Zapatilla Emma  Rosado Premium - Beige / 37;9990;39990;3638077437;fulfilled;;;
#42534;;;;;;;;;1;Zapatilla Shanghai Negro Premium - Negro / 37;9990;29990;0300072037;fulfilled;;;
#42534;;;;;;;;;1;Botin Toronto Leopardo Premium - Beige / 37;9990;39990;0100075437;fulfilled;;;
#42534;;;;;;;;;1;Zapatilla Marilyn Beige Premium - Beige / 37;9990;29990;3611074437;fulfilled;;;
#42533;Pagado;Despachado;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Sandalia Crisantemo Negro Premium - Negro / 35;9990;39990;0012072035;fulfilled;santiago;RECOLETA;RM
#42532;Pagado;Despachado;CLP;19980;0;19980;0;Retiro en tienda;1;Zapatilla Moscow Negro Premium - Negro / 37;9990;44990;1838072037;fulfilled;Melipilla;'153546436;RM
#42532;;;;;;;;;1;Zapatilla Dana Negro Premium - Negro / 37;9990;29990;4501072037;fulfilled;;;
#42531;Pagado;Despachado;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Botin Grecia Negro Premium - Negro / 40;9990;39990;0318072040;fulfilled;Lo Prado;SANTIAGO;RM
#42530;Pagado;Despachado;CLP;9990;0;9990;0;Retiro en tienda;1;Sandalia Azalea Multicolor Premium - Multicolor / 36;9990;39990;0007075236;fulfilled;Huechuraba;SANTIAGO;RM
#42529;Pagado;Despachado;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Sandalia Noa Multicolor Premium - Multicolor / 37;9990;44990;1022289037;fulfilled;ALHUÃ‰;SANTIAGO;RM
#42528;Pagado;Despachado;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Zapatilla Pekin 2  Beige Premium - Beige / 39;9990;39990;0003284439;fulfilled;maipu;SANTIAGO;RM
#42527;Pagado;Despachado;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Zapatilla Dana Negro Premium - Negro / 35;9990;29990;4501072035;fulfilled;Puente alto;SANTIAGO;RM
#42526;Pagado;Despachado;CLP;19980;0;19980;0;Retiro en tienda;1;Zapatilla Shanghai Blanco Premium - Blanco / 38;9990;39990;0300071038;pending;La florida;SANTIAGO;RM
#42526;;;;;;;;;1;Botin Bucarest Negro Premium - Negro / 38;9990;39990;3332182038;fulfilled;;;
#42525;Pagado;Despachado;CLP;9990;8290;18280;0;Despacho Region;1;Zapatilla Naya Blanco Premiumi - Beige / 36;9990;29990;0002281036;fulfilled;Rancagua ;RANCAGUA;LI
#42524;Pagado;Despachado;CLP;19980;3990;23970;0;Despacho Region Metropolitana;1;Zapatilla Marilyn Beige Premium - Beige / 35;9990;29990;3611074435;fulfilled;PeÃ±alolÃ©n;SANTIAGO;RM
#42524;;;;;;;;;1;Zapatilla Dana Negro Premium - Negro / 35;9990;29990;4501072035;fulfilled;;;
#42523;Pagado;Despachado;CLP;29970;0;29970;0;Retiro en tienda;1;Sandalia Azalea Negro Premium - Negro / 38;9990;39990;0007072038;pending;Santiago;PUENTEALTO;RM
#42523;;;;;;;;;1;Sandalia Naroa Blanco Premium - Blanco / 35;9990;39990;0100071035;fulfilled;;;
#42523;;;;;;;;;1;Botin Dakota Camel Premium - Camel / 38;9990;29990;3020074938;fulfilled;;;
#42522;Pagado;Despachado;CLP;19980;0;19980;0;Retiro en tienda;1;Sandalia Iris Negro Premium - Negro / 39;9990;39990;0017072039;fulfilled;Ã‘uÃ±oa;DEPTO12;RM
#42522;;;;;;;;;1;Sandalia Azalea Multicolor Premium - Multicolor / 39;9990;39990;0007075239;pending;;;
#42521;Pagado;Despachado;CLP;0;0;0;9990;;1;Botin Edimburgo Negro Premium - Negro / 38;9990;39990;3306182038;fulfilled;Chillan ;CHILLAN;NB
#42520;Pagado;Despachado;CLP;55960;0;55960;0;Retiro en tienda;1;Sandalia Geo 922 Beige Ipanema - Beige / 39;14990;;22-P-39;fulfilled;San Miguel;METROPOLITANA;RM
#42520;;;;;;;;;1;Sandalia Chin  3340  Blanco  Zaxy - Blanco / 39;13990;;340-39;fulfilled;;;
#42520;;;;;;;;;1;Sandalia Inova 3093 Negro Grendha - Negro / 39;12990;;093-39;fulfilled;;;
#42520;;;;;;;;;1;Sandalia Chin  3339  Negro  Zaxy - Negro / 39;13990;;339-39;fulfilled;;;
#42519;Pagado;Despachado;CLP;39960;0;39960;0;Retiro en tienda;1;Sandalia Nicole Blanco Premium - Blanco / 39;9990;39990;0210071039;fulfilled;Ã‘uÃ±oa;SANTIAGO;RM
#42519;;;;;;;;;1;Sandalia Azalea Multicolor Premium - Multicolor / 39;9990;39990;0007075239;fulfilled;;;
#42519;;;;;;;;;1;Sandalia Azalea Negro Premium - Negro / 39;9990;39990;0007072039;pending;;;
#42519;;;;;;;;;1;Sandalia Campanilla Blanco Premium - Blanco / 39;9990;39990;0009071039;fulfilled;;;
#42518;Pagado;Despachado;CLP;19980;3990;23970;0;Despacho Region Metropolitana;2;Zapatilla Dana Negro Premium - Negro / 38;9990;29990;4501072038;fulfilled;Macul;SANTIAGO;RM
#42517;Pagado;Sin despacho;CLP;9990;0;9990;0;Retiro en tienda;1;Sandalia Iris Negro Premium - Negro / 40;9990;39990;0017072040;pending;la reina;'107639888;RM
